PacketTime,X,Y,NormalPressure,DeltaT,DistJump,Velocity,PressurePrev,PressureCurr,Trial,segment_id,segment_label,letter_id,letter_label
96637327,3576,26011,11477,5.0,44.0,8800.0,11573.0,11477,0,-1,,-1,
96637332,3576,26048,11477,5.0,37.0,7400.0,11477.0,11477,0,-1,,-1,
96637337,3570,26075,11365,5.0,27.65863337187866,5531.726674375732,11477.0,11365,0,-1,,-1,
96637342,3559,26094,11333,5.0,21.95449840010015,4390.89968002003,11365.0,11333,0,-1,,-1,
96637347,3546,26107,11333,5.0,18.384776310850235,3676.955262170047,11333.0,11333,0,-1,,-1,
96637352,3534,26112,11493,5.0,13.0,2600.0,11333.0,11493,0,-1,,-1,
96637357,3524,26113,11493,5.0,10.04987562112089,2009.975124224178,11493.0,11493,0,-1,,-1,
96637362,3514,26113,11397,5.0,10.0,2000.0,11493.0,11397,0,-1,,-1,
96637367,3508,26110,11189,5.0,6.708203932499369,1341.640786499874,11397.0,11189,0,-1,,-1,
96637371,3504,26098,11013,4.0,12.649110640673518,3162.2776601683795,11189.0,11013,0,-1,,-1,
96637376,3504,26081,10836,5.0,17.0,3400.0,11013.0,10836,0,-1,,-1,
96637381,3504,26060,10724,5.0,21.0,4200.0,10836.0,10724,0,-1,,-1,
96637386,3511,26037,10532,5.0,24.041630560342615,4808.326112068523,10724.0,10532,0,-1,,-1,
96637391,3528,26012,10148,5.0,30.23243291566195,6046.48658313239,10532.0,10148,0,-1,,-1,
96637396,3550,25987,10084,5.0,33.301651610693426,6660.330322138685,10148.0,10084,0,-1,,-1,
96637401,3577,25965,10052,5.0,34.828149534535996,6965.629906907199,10084.0,10052,0,-1,,-1,
96637406,3609,25947,10036,5.0,36.71511950137164,7343.023900274327,10052.0,10036,0,-1,,-1,
96637411,3644,25934,9972,5.0,37.33630940518894,7467.261881037788,10036.0,9972,0,-1,,-1,
96637416,3683,25928,9972,5.0,39.45883931389772,7891.767862779544,9972.0,9972,0,-1,,-1,
96637421,3725,25927,9972,5.0,42.01190307520001,8402.380615040001,9972.0,9972,0,-1,,-1,
96637426,3767,25927,9972,5.0,42.0,8400.0,9972.0,9972,0,-1,,-1,
96637431,3809,25933,9940,5.0,42.42640687119285,8485.28137423857,9972.0,9940,0,-1,,-1,
96637436,3848,25946,9940,5.0,41.10960958218893,8221.921916437786,9940.0,9940,0,-1,,-1,
96637441,3884,25963,9972,5.0,39.81205847478876,7962.411694957753,9940.0,9972,0,-1,,-1,
